absolute_humidity_2m:gm3,clear_sky_rad:W,dew_point_2m:C,diffuse_rad:W,diffuse_rad_1h:Ws,direct_rad:W,direct_rad_1h:Ws,dust_0p03um_0p55um:ugm3,dust_0p55um_0p9um:ugm3,dust_0p9um_20um:ugm3,effective_cloud_cover:p,fresh_snow_1h:cm,frost_depth:cm,global_rad:W,global_rad_1h:Ws,high_cloud_cover:p,is_fog_1h:idx,is_rain_1h:idx,is_sleet_1h:idx,is_snow_1h:idx,low_cloud_cover:p,medium_cloud_cover:p,neff:p,pm1:ugm3,pm10:ugm3,pm2p5:ugm3,precip_1h:mm,prob_precip_1h:p,relative_humidity_2m:p,sfc_pressure_mean_1h:hPa,snowdepth:cm,snow_melt_1h:mm,sunrise:sql,sunset:sql,sunshine_duration_1h:min,t_0m:C,t_2m:C,t_max_0m_1h:C,t_mean_0m_1h:C,t_min_0m_1h:C,total_cloud_cover:p,wet_bulb_t_2m:C,wind_dir_10m:d,wind_dir_mean_10m_1h:d,wind_gusts_10m:ms,wind_speed_10m:ms,wind_speed_mean_10m_1h:ms,wind_speed_u_10m:ms,wind_speed_v_10m:ms
9.2,492.4,10.6,82.6,314786.6,372.4,1676039.8,0.254,2.623,20.928,0.0,0.0,0.0,455.0,1990826.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.754,25.807,12.902,0.0,1.0,32.2,956.2,0.0,0.0,2020-04-24 13:05:00,2020-04-25 02:25:00,60.0,29.7,28.9,32.2,30.8,29.4,0.0,17.5,229.5,233.6,1.8,1.1,1.0,0.9,0.7
5.1,494.3,1.9,81.5,311096.8,395.3,1761946.3,0.123,1.08,25.198,0.0,0.0,0.0,476.8,2073043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.484,17.013,5.173,0.0,1.0,22.2,910.6,0.0,0.0,2020-04-23 13:07:00,2020-04-24 02:26:00,60.0,27.7,24.9,31.7,29.5,27.3,0.0,12.5,298.6,299.2,7.8,6.1,5.2,5.4,-2.9
6.7,496.8,5.8,81.5,312382.4,390.4,1737231.9,0.243,2.284,32.396,0.0,0.0,0.0,471.9,2049614.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.605,22.852,7.655,0.0,1.0,26.3,906.2,0.0,0.0,2020-04-24 13:06:00,2020-04-25 02:27:00,60.0,31.1,26.7,34.8,32.8,30.8,0.0,14.5,310.1,310.2,4.7,3.6,3.4,2.7,-2.3
5.1,494.3,1.9,81.5,311096.8,395.3,1761946.3,0.123,1.08,25.198,0.0,0.0,0.0,476.8,2073043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.484,17.013,5.173,0.0,1.0,22.2,910.6,0.0,0.0,2020-04-23 13:07:00,2020-04-24 02:26:00,60.0,27.7,24.9,31.7,29.5,27.3,0.0,12.5,298.6,299.2,7.8,6.1,5.2,5.4,-2.9
6.7,496.8,5.8,81.5,312382.4,390.4,1737231.9,0.243,2.284,32.396,0.0,0.0,0.0,471.9,2049614.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.605,22.852,7.655,0.0,1.0,26.3,906.2,0.0,0.0,2020-04-24 13:06:00,2020-04-25 02:27:00,60.0,31.1,26.7,34.8,32.8,30.8,0.0,14.5,310.1,310.2,4.7,3.6,3.4,2.7,-2.3
5.1,494.3,1.9,81.5,311096.8,395.3,1761946.3,0.123,1.08,25.198,0.0,0.0,0.0,476.8,2073043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.484,17.013,5.173,0.0,1.0,22.2,910.6,0.0,0.0,2020-04-23 13:07:00,2020-04-24 02:26:00,60.0,27.7,24.9,31.7,29.5,27.3,0.0,12.5,298.6,299.2,7.8,6.1,5.2,5.4,-2.9
6.7,496.8,5.8,81.5,312382.4,390.4,1737231.9,0.243,2.284,32.396,0.0,0.0,0.0,471.9,2049614.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.605,22.852,7.655,0.0,1.0,26.3,906.2,0.0,0.0,2020-04-24 13:06:00,2020-04-25 02:27:00,60.0,31.1,26.7,34.8,32.8,30.8,0.0,14.5,310.1,310.2,4.7,3.6,3.4,2.7,-2.3
6.4,20.0,4.6,10.7,136399.3,8.1,221077.6,0.024,0.211,2.948,24.8,0.0,0.0,18.9,357477.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8,24.8,8.639,15.881,10.324,0.0,1.0,62.6,980.1,0.0,0.0,2020-04-23 10:42:00,2020-04-24 00:18:00,45.1,9.1,11.4,13.8,11.2,8.6,24.8,8.0,131.4,150.4,6.2,2.7,2.5,-2.0,1.8
9.8,21.4,10.7,8.3,122139.5,0.3,9345.0,0.033,0.298,0.472,99.9,0.0,0.0,8.6,131484.5,90.8,0.0,1.0,0.0,0.0,85.5,99.3,99.9,6.567,11.465,7.975,0.54,26.3,94.5,970.7,0.0,0.0,2020-04-24 10:41:00,2020-04-25 00:19:00,0.4,10.9,11.6,11.8,11.3,10.8,99.9,11.1,60.6,62.7,7.3,3.2,3.3,-2.8,-1.6
6.9,21.1,5.7,13.9,159623.5,5.5,199172.3,0.02,0.171,1.892,50.0,0.0,0.0,19.4,358795.8,100.0,0.0,0.0,0.0,0.0,0.0,0.1,50.0,7.494,13.502,8.945,0.0,1.0,61.6,974.2,0.0,0.0,2020-04-23 10:45:00,2020-04-24 00:18:00,60.0,10.0,12.9,14.6,12.1,9.5,100.0,9.1,171.6,179.4,7.5,2.8,2.8,-0.4,2.8
10.4,22.5,11.7,4.6,70859.6,0.4,5868.3,0.025,0.229,0.218,100.0,0.0,0.0,5.0,76727.9,94.6,1.0,1.0,0.0,0.0,100.0,100.0,100.0,5.025,8.711,6.103,1.85,87.9,97.8,962.8,0.0,0.0,2020-04-24 10:44:00,2020-04-25 00:19:00,0.0,11.7,12.0,12.1,11.9,11.6,100.0,11.8,63.0,70.9,8.1,3.4,3.3,-3.1,-1.6
2.3,0.0,-9.8,0.0,42709.0,0.0,44710.9,0.002,0.013,0.075,0.5,0.0,0.0,0.0,87419.9,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.593,2.716,1.88,0.0,1.0,36.3,1003.7,0.0,0.0,2020-04-23 09:50:00,2020-04-23 23:33:00,31.8,3.6,3.8,4.8,4.1,3.4,0.5,-0.7,284.0,282.3,14.1,5.3,5.5,5.1,-1.3
4.4,0.0,-1.0,0.0,32149.1,0.0,462.2,0.011,0.085,1.009,97.2,0.0,0.0,0.0,32611.3,100.0,0.0,0.0,0.0,0.0,0.7,94.4,97.2,5.496,9.76,6.54,0.01,1.0,59.8,1010.1,0.0,0.0,2020-04-24 09:48:00,2020-04-24 23:34:00,1.8,6.1,6.2,7.3,6.6,6.0,100.0,3.2,237.4,233.6,8.5,3.1,3.5,2.6,1.7
2.6,0.0,-7.8,0.0,58257.7,0.0,81917.2,0.009,0.076,0.895,0.0,0.0,0.0,0.0,140174.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.664,6.566,4.358,0.0,1.0,33.5,1009.5,0.0,0.0,2020-04-23 10:06:00,2020-04-23 23:42:00,41.0,6.5,7.2,8.5,7.4,6.2,0.0,1.8,288.5,281.8,12.5,4.3,5.0,4.1,-1.4
5.9,0.0,3.2,0.0,33690.0,0.0,0.0,0.011,0.091,0.682,100.0,0.0,0.0,0.0,33690.0,100.0,0.0,1.0,0.0,0.0,4.8,100.0,100.0,7.006,13.096,8.589,0.18,9.4,78.8,1011.0,0.0,0.0,2020-04-24 10:04:00,2020-04-24 23:43:00,0.0,6.3,6.6,7.3,6.8,6.2,100.0,5.0,126.5,123.8,6.3,2.6,2.8,-2.1,1.5
6.7,25.7,5.2,16.9,166941.4,7.2,197555.8,0.02,0.178,3.222,54.5,0.0,0.0,24.1,364497.2,100.0,0.0,0.0,0.0,0.0,0.0,9.1,54.5,7.874,14.701,9.405,0.0,1.0,54.2,978.4,0.0,0.0,2020-04-23 10:46:00,2020-04-24 00:21:00,54.6,12.0,14.3,16.2,13.9,11.6,100.0,9.5,170.8,180.9,7.9,2.9,2.8,-0.5,2.8
9.7,27.3,10.6,12.3,147270.8,0.1,10575.6,0.028,0.257,0.327,89.6,0.0,0.0,12.5,157846.4,92.1,0.0,1.0,0.0,0.0,18.8,76.2,89.6,5.794,10.076,7.033,0.61,26.8,92.6,969.3,0.0,0.0,2020-04-24 10:45:00,2020-04-25 00:22:00,14.3,11.2,11.8,12.0,11.6,11.1,96.2,11.1,52.0,56.0,8.3,3.9,3.9,-3.1,-2.4
19.2,155.0,22.0,53.5,260336.2,83.9,586736.0,0.014,0.133,1.659,0.0,0.0,0.0,137.4,847072.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.888,10.628,7.01,0.0,1.0,79.1,983.3,0.0,0.0,2020-04-23 11:47:00,2020-04-24 01:01:00,60.0,25.3,26.0,27.9,26.5,25.1,0.0,23.2,198.4,203.1,11.0,5.3,6.0,1.7,5.0
10.7,157.4,12.8,52.8,246685.5,97.4,673121.4,0.041,0.364,2.949,0.0,0.0,0.0,150.2,919807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.282,12.071,7.718,0.0,1.0,45.1,990.0,0.0,0.0,2020-04-24 11:46:00,2020-04-25 01:02:00,60.0,25.1,25.6,26.1,25.6,25.0,0.0,17.6,39.3,347.3,1.4,0.8,1.4,-0.5,-0.6
19.2,155.0,22.0,53.5,260336.2,83.9,586736.0,0.014,0.133,1.659,0.0,0.0,0.0,137.4,847072.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.888,10.628,7.01,0.0,1.0,79.1,983.3,0.0,0.0,2020-04-23 11:47:00,2020-04-24 01:01:00,60.0,25.3,26.0,27.9,26.5,25.1,0.0,23.2,198.4,203.1,11.0,5.3,6.0,1.7,5.0
10.7,157.4,12.8,52.8,246685.5,97.4,673121.4,0.041,0.364,2.949,0.0,0.0,0.0,150.2,919807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.282,12.071,7.718,0.0,1.0,45.1,990.0,0.0,0.0,2020-04-24 11:46:00,2020-04-25 01:02:00,60.0,25.1,25.6,26.1,25.6,25.0,0.0,17.6,39.3,347.3,1.4,0.8,1.4,-0.5,-0.6
10.1,185.1,11.3,71.9,329658.8,43.6,191596.2,0.039,0.36,4.987,60.9,0.0,0.0,115.5,521255.0,54.1,0.0,0.0,0.0,0.0,7.8,41.9,60.9,8.456,16.458,10.232,0.0,1.0,77.2,949.8,0.0,0.0,2020-04-23 11:44:00,2020-04-24 01:14:00,34.9,15.7,15.3,16.8,16.2,15.6,73.1,12.9,5.8,3.5,7.4,4.7,4.7,-0.5,-4.7
8.3,188.0,8.9,62.5,278611.1,82.6,531954.2,0.054,0.487,7.808,39.3,0.0,0.0,145.1,810565.3,46.9,0.0,0.0,0.0,0.0,0.0,20.7,39.3,4.636,11.43,5.935,0.0,1.0,39.1,949.1,0.0,0.0,2020-04-24 11:43:00,2020-04-25 01:15:00,47.6,22.2,23.6,24.9,23.4,21.9,52.9,14.9,173.2,270.5,0.9,0.4,1.2,-0.0,0.4
8.6,64.8,8.9,16.7,158643.9,2.9,64883.2,0.014,0.128,1.612,99.6,0.0,0.0,19.6,223527.1,43.1,0.0,1.0,0.0,0.0,0.0,99.5,99.6,8.804,15.471,10.409,1.54,73.2,76.3,982.9,0.0,0.0,2020-04-23 10:58:00,2020-04-24 00:41:00,0.3,11.6,13.0,13.6,12.5,11.4,99.6,10.7,116.1,136.8,5.7,2.3,2.1,-2.1,1.0
7.4,67.5,6.4,27.9,198341.2,3.6,68618.0,0.007,0.061,0.389,93.4,0.0,0.0,31.5,266959.2,70.3,0.0,0.0,0.0,0.0,83.1,39.8,93.4,7.188,12.22,8.455,0.06,3.7,86.2,980.4,0.0,0.0,2020-04-24 10:57:00,2020-04-25 00:42:00,10.1,9.2,8.6,11.3,10.1,9.0,91.8,7.5,28.9,31.9,8.0,3.9,4.1,-1.9,-3.4
8.6,64.8,8.9,16.7,158643.9,2.9,64883.2,0.014,0.128,1.612,99.6,0.0,0.0,19.6,223527.1,43.1,0.0,1.0,0.0,0.0,0.0,99.5,99.6,8.804,15.471,10.409,1.54,73.2,76.3,982.9,0.0,0.0,2020-04-23 10:58:00,2020-04-24 00:41:00,0.3,11.6,13.0,13.6,12.5,11.4,99.6,10.7,116.1,136.8,5.7,2.3,2.1,-2.1,1.0
7.4,67.5,6.4,27.9,198341.2,3.6,68618.0,0.007,0.061,0.389,93.4,0.0,0.0,31.5,266959.2,70.3,0.0,0.0,0.0,0.0,83.1,39.8,93.4,7.188,12.22,8.455,0.06,3.7,86.2,980.4,0.0,0.0,2020-04-24 10:57:00,2020-04-25 00:42:00,10.1,9.2,8.6,11.3,10.1,9.0,91.8,7.5,28.9,31.9,8.0,3.9,4.1,-1.9,-3.4
8.8,64.4,9.3,31.2,240202.5,8.8,105083.2,0.007,0.067,0.883,88.4,0.0,0.0,40.0,345285.7,73.6,0.0,0.0,0.0,0.0,0.0,81.6,88.4,6.722,11.625,7.91,0.0,1.0,65.3,988.3,0.0,0.0,2020-04-23 10:59:00,2020-04-24 00:40:00,11.0,13.6,15.8,15.8,14.6,13.3,94.5,12.1,132.4,130.9,8.8,3.0,2.5,-2.2,2.1
9.0,67.0,9.5,34.9,245499.3,7.8,69328.6,0.028,0.251,0.906,73.7,0.0,0.0,42.7,314827.9,88.9,0.0,0.0,0.0,0.0,23.2,38.5,73.7,7.539,13.219,9.062,0.03,1.0,85.0,985.3,0.0,0.0,2020-04-24 10:58:00,2020-04-25 00:41:00,36.9,11.4,11.9,14.0,12.6,11.2,91.9,10.5,36.5,44.0,6.6,4.2,4.2,-2.5,-3.4
8.8,64.4,9.3,31.2,240202.5,8.8,105083.2,0.007,0.067,0.883,88.4,0.0,0.0,40.0,345285.7,73.6,0.0,0.0,0.0,0.0,0.0,81.6,88.4,6.722,11.625,7.91,0.0,1.0,65.3,988.3,0.0,0.0,2020-04-23 10:59:00,2020-04-24 00:40:00,11.0,13.6,15.8,15.8,14.6,13.3,94.5,12.1,132.4,130.9,8.8,3.0,2.5,-2.2,2.1
9.0,67.0,9.5,34.9,245499.3,7.8,69328.6,0.028,0.251,0.906,73.7,0.0,0.0,42.7,314827.9,88.9,0.0,0.0,0.0,0.0,23.2,38.5,73.7,7.539,13.219,9.062,0.03,1.0,85.0,985.3,0.0,0.0,2020-04-24 10:58:00,2020-04-25 00:41:00,36.9,11.4,11.9,14.0,12.6,11.2,91.9,10.5,36.5,44.0,6.6,4.2,4.2,-2.5,-3.4
4.6,206.3,0.4,73.7,363061.6,94.4,544874.8,0.079,0.716,16.312,54.2,0.0,0.0,168.2,907936.4,68.0,0.0,0.0,0.0,0.0,0.0,30.6,54.2,5.299,16.104,6.918,0.0,1.0,23.2,929.5,0.0,0.0,2020-04-23 11:45:00,2020-04-24 01:23:00,41.6,21.3,22.4,24.3,22.6,20.9,75.6,11.1,7.9,9.5,9.1,5.0,5.5,-0.7,-4.9
6.1,209.6,4.2,77.5,388676.2,71.4,376188.8,0.104,0.934,20.36,44.6,0.0,0.0,148.9,764865.0,54.2,0.0,0.0,0.0,0.0,0.0,24.1,44.6,6.032,19.187,8.001,0.0,1.0,34.1,927.9,0.0,0.0,2020-04-24 11:43:00,2020-04-25 01:24:00,45.6,19.9,20.6,22.4,21.1,19.7,61.1,11.7,31.0,19.2,6.0,3.9,3.7,-2.0,-3.3
7.5,526.4,7.5,88.2,336133.2,387.0,1705262.9,0.27,2.574,101.818,0.0,0.0,0.0,475.1,2041396.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.654,51.097,8.035,0.0,1.0,28.4,1013.2,0.0,0.0,2020-04-23 13:14:00,2020-04-24 02:37:00,60.0,29.4,27.4,31.1,30.2,29.2,0.0,15.9,345.5,343.8,6.4,4.1,4.0,1.0,-3.9
7.1,529.0,6.9,87.0,332509.2,392.2,1718191.7,0.442,4.126,142.432,0.0,0.0,0.0,479.2,2050700.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.681,68.983,9.664,0.0,1.0,23.2,1007.4,0.0,0.0,2020-04-24 13:12:00,2020-04-25 02:38:00,60.0,31.9,30.2,33.4,32.5,31.7,0.0,16.7,345.7,347.2,8.7,5.5,5.2,1.4,-5.3
9.6,505.6,11.2,84.5,324348.1,373.8,1669565.2,0.346,3.553,22.765,0.0,0.0,0.0,458.4,1993913.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.303,35.284,19.209,0.0,1.0,37.8,1006.3,0.0,0.0,2020-04-23 13:10:00,2020-04-24 02:28:00,60.0,30.6,26.8,33.3,31.8,30.4,0.0,17.3,238.4,244.4,8.0,3.7,4.1,3.2,1.9
9.9,508.0,11.8,86.4,330794.2,367.8,1646393.4,0.683,7.11,29.52,0.1,0.0,0.0,454.2,1977187.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,16.933,47.893,27.077,0.0,1.0,36.0,1000.7,0.0,0.0,2020-04-24 13:09:00,2020-04-25 02:29:00,60.0,32.6,28.3,35.9,34.1,32.3,0.1,18.0,220.6,218.3,4.9,3.7,3.7,2.4,2.8
4.2,479.4,-0.3,83.5,320823.6,367.2,1666166.3,0.137,1.163,17.781,0.0,0.0,0.0,450.7,1986989.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.159,15.254,6.044,0.0,1.0,10.4,1007.1,0.0,0.0,2020-04-23 13:04:00,2020-04-24 02:21:00,60.0,44.4,35.3,49.9,46.9,43.8,0.0,16.5,325.4,327.7,4.7,3.6,2.9,2.0,-2.9
4.0,481.8,-0.8,83.9,322820.1,367.4,1663136.7,0.12,1.164,12.232,0.0,0.0,0.0,451.3,1985956.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.679,12.27,5.488,0.0,1.0,9.3,1002.2,0.0,0.0,2020-04-24 13:03:00,2020-04-25 02:22:00,60.0,46.9,36.8,51.9,49.1,46.4,0.0,16.8,48.8,57.0,3.3,2.4,2.4,-1.8,-1.6
5.0,109.4,0.9,42.2,206774.3,68.7,515518.9,0.026,0.212,3.776,0.0,0.0,0.0,110.9,722293.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.26,25.771,16.954,0.0,1.0,54.9,971.3,0.3,0.83,2020-04-23 11:06:00,2020-04-24 00:59:00,60.0,9.3,9.6,12.5,10.7,8.9,0.0,5.6,102.9,106.8,10.6,4.9,5.3,-4.8,1.1
7.1,112.8,5.9,39.9,253091.3,2.2,18215.2,0.019,0.157,2.284,99.7,0.0,0.0,42.1,271306.6,87.0,0.0,0.0,0.0,0.0,99.5,3.4,99.7,6.46,12.051,7.765,0.0,1.0,68.1,971.6,0.1,0.31,2020-04-24 11:04:00,2020-04-25 01:00:00,0.3,11.1,11.6,13.2,12.0,10.8,100.0,8.6,118.8,105.7,3.4,1.6,1.5,-1.4,0.7
6.5,150.0,4.9,52.2,231802.0,95.6,619222.5,0.02,0.171,1.517,0.0,0.0,0.0,147.8,851024.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.923,22.432,15.293,0.0,1.0,54.5,964.6,0.0,0.0,2020-04-23 11:17:00,2020-04-24 01:13:00,60.0,12.8,14.0,16.4,14.4,12.4,0.0,9.2,66.2,68.7,6.3,3.4,3.2,-3.1,-1.4
8.7,153.6,9.1,72.5,346203.5,42.7,179829.9,0.05,0.411,4.294,47.1,0.0,0.0,115.2,526033.4,88.6,0.0,0.0,0.0,0.0,0.0,5.0,47.1,13.891,25.801,16.796,0.0,1.0,74.4,964.6,0.0,0.0,2020-04-24 11:16:00,2020-04-25 01:14:00,57.0,12.7,13.6,13.9,13.2,12.5,89.2,11.0,131.1,142.6,2.1,0.9,1.2,-0.7,0.6
6.5,150.0,4.9,52.2,231802.0,95.6,619222.5,0.02,0.171,1.517,0.0,0.0,0.0,147.8,851024.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.923,22.432,15.293,0.0,1.0,54.5,964.6,0.0,0.0,2020-04-23 11:17:00,2020-04-24 01:13:00,60.0,12.8,14.0,16.4,14.4,12.4,0.0,9.2,66.2,68.7,6.3,3.4,3.2,-3.1,-1.4
8.7,153.6,9.1,72.5,346203.5,42.7,179829.9,0.05,0.411,4.294,47.1,0.0,0.0,115.2,526033.4,88.6,0.0,0.0,0.0,0.0,0.0,5.0,47.1,13.891,25.801,16.796,0.0,1.0,74.4,964.6,0.0,0.0,2020-04-24 11:16:00,2020-04-25 01:14:00,57.0,12.7,13.6,13.9,13.2,12.5,89.2,11.0,131.1,142.6,2.1,0.9,1.2,-0.7,0.6
6.5,150.0,4.9,52.2,231802.0,95.6,619222.5,0.02,0.171,1.517,0.0,0.0,0.0,147.8,851024.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.923,22.432,15.293,0.0,1.0,54.5,964.6,0.0,0.0,2020-04-23 11:17:00,2020-04-24 01:13:00,60.0,12.8,14.0,16.4,14.4,12.4,0.0,9.2,66.2,68.7,6.3,3.4,3.2,-3.1,-1.4
8.7,153.6,9.1,72.5,346203.5,42.7,179829.9,0.05,0.411,4.294,47.1,0.0,0.0,115.2,526033.4,88.6,0.0,0.0,0.0,0.0,0.0,5.0,47.1,13.891,25.801,16.796,0.0,1.0,74.4,964.6,0.0,0.0,2020-04-24 11:16:00,2020-04-25 01:14:00,57.0,12.7,13.6,13.9,13.2,12.5,89.2,11.0,131.1,142.6,2.1,0.9,1.2,-0.7,0.6
6.5,150.0,4.9,52.2,231802.0,95.6,619222.5,0.02,0.171,1.517,0.0,0.0,0.0,147.8,851024.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.923,22.432,15.293,0.0,1.0,54.5,964.6,0.0,0.0,2020-04-23 11:17:00,2020-04-24 01:13:00,60.0,12.8,14.0,16.4,14.4,12.4,0.0,9.2,66.2,68.7,6.3,3.4,3.2,-3.1,-1.4
8.7,153.6,9.1,72.5,346203.5,42.7,179829.9,0.05,0.411,4.294,47.1,0.0,0.0,115.2,526033.4,88.6,0.0,0.0,0.0,0.0,0.0,5.0,47.1,13.891,25.801,16.796,0.0,1.0,74.4,964.6,0.0,0.0,2020-04-24 11:16:00,2020-04-25 01:14:00,57.0,12.7,13.6,13.9,13.2,12.5,89.2,11.0,131.1,142.6,2.1,0.9,1.2,-0.7,0.6
6.5,150.0,4.9,52.2,231802.0,95.6,619222.5,0.02,0.171,1.517,0.0,0.0,0.0,147.8,851024.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.923,22.432,15.293,0.0,1.0,54.5,964.6,0.0,0.0,2020-04-23 11:17:00,2020-04-24 01:13:00,60.0,12.8,14.0,16.4,14.4,12.4,0.0,9.2,66.2,68.7,6.3,3.4,3.2,-3.1,-1.4
8.7,153.6,9.1,72.5,346203.5,42.7,179829.9,0.05,0.411,4.294,47.1,0.0,0.0,115.2,526033.4,88.6,0.0,0.0,0.0,0.0,0.0,5.0,47.1,13.891,25.801,16.796,0.0,1.0,74.4,964.6,0.0,0.0,2020-04-24 11:16:00,2020-04-25 01:14:00,57.0,12.7,13.6,13.9,13.2,12.5,89.2,11.0,131.1,142.6,2.1,0.9,1.2,-0.7,0.6
3.1,0.0,-5.8,0.0,57702.5,0.0,80509.9,0.013,0.105,1.432,0.0,0.0,0.0,0.0,138212.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.446,8.212,5.322,0.0,1.0,40.3,1012.1,0.0,0.0,2020-04-23 10:06:00,2020-04-23 23:42:00,41.0,5.0,6.7,8.9,6.8,4.6,0.0,2.0,277.0,285.9,8.8,2.8,3.7,2.8,-0.3
6.5,0.0,4.5,0.0,33296.4,0.0,461.9,0.012,0.101,0.541,100.0,0.0,0.0,0.0,33758.4,100.0,0.0,1.0,0.0,0.0,9.2,100.0,100.0,6.799,13.804,8.721,0.3,15.0,82.4,1013.2,0.0,0.0,2020-04-24 10:05:00,2020-04-24 23:43:00,0.0,6.8,7.3,7.7,7.2,6.7,100.0,6.0,105.7,111.4,6.7,2.6,2.7,-2.5,0.7
6.6,16.1,4.8,8.7,133184.5,5.9,193215.2,0.023,0.201,2.413,31.1,0.0,0.0,14.7,326399.7,0.0,0.0,0.0,0.0,0.0,0.0,31.1,31.1,9.564,17.21,11.398,0.0,1.0,65.4,985.0,0.0,0.0,2020-04-23 10:40:00,2020-04-24 00:15:00,41.3,9.1,11.1,14.2,11.4,8.6,31.1,7.9,127.9,134.9,5.3,2.5,1.9,-1.9,1.5
10.3,17.5,11.6,4.2,66981.1,0.1,4122.2,0.03,0.271,0.336,99.8,0.0,0.0,4.3,71103.3,60.0,0.0,1.0,0.0,0.0,95.1,95.0,99.8,6.103,10.599,7.403,0.98,47.1,96.6,974.3,0.0,0.0,2020-04-24 10:39:00,2020-04-25 00:16:00,3.0,11.7,12.1,12.3,11.9,11.6,98.6,11.8,57.9,62.0,7.1,3.1,3.0,-2.7,-1.7
6.3,507.5,5.0,84.8,325001.4,394.3,1740921.0,0.279,2.521,77.516,0.0,0.0,0.0,479.1,2065922.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34,40.711,7.588,0.0,1.0,28.7,935.9,0.0,0.0,2020-04-23 13:10:00,2020-04-24 02:30:00,60.0,30.3,24.2,33.4,31.7,30.0,0.0,13.4,283.3,287.3,8.8,6.9,7.6,6.7,-1.6
7.4,510.0,7.2,88.8,340836.3,384.8,1708316.7,0.47,4.208,103.991,19.6,0.0,0.0,473.7,2049153.0,39.1,0.0,0.0,0.0,0.0,0.0,0.0,19.6,5.926,55.503,11.101,0.0,1.0,30.0,931.0,0.0,0.0,2020-04-24 13:09:00,2020-04-25 02:31:00,60.0,32.7,26.2,37.8,35.0,32.1,39.1,15.0,304.4,303.4,9.8,7.6,7.2,6.3,-4.3
6.3,507.5,5.0,84.8,325001.4,394.3,1740921.0,0.279,2.521,77.516,0.0,0.0,0.0,479.1,2065922.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34,40.711,7.588,0.0,1.0,28.7,935.9,0.0,0.0,2020-04-23 13:10:00,2020-04-24 02:30:00,60.0,30.3,24.2,33.4,31.7,30.0,0.0,13.4,283.3,287.3,8.8,6.9,7.6,6.7,-1.6
7.4,510.0,7.2,88.8,340836.3,384.8,1708316.7,0.47,4.208,103.991,19.6,0.0,0.0,473.7,2049153.0,39.1,0.0,0.0,0.0,0.0,0.0,0.0,19.6,5.926,55.503,11.101,0.0,1.0,30.0,931.0,0.0,0.0,2020-04-24 13:09:00,2020-04-25 02:31:00,60.0,32.7,26.2,37.8,35.0,32.1,39.1,15.0,304.4,303.4,9.8,7.6,7.2,6.3,-4.3
11.6,197.5,14.2,91.3,477352.6,66.9,360996.3,0.201,1.84,9.898,31.0,0.0,0.0,158.3,838348.9,62.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,10.261,22.879,13.82,0.0,1.0,43.7,947.9,0.0,0.0,2020-04-23 12:03:00,2020-04-24 01:10:00,60.0,26.2,27.6,29.2,27.5,25.9,62.0,18.8,259.0,271.7,3.8,1.4,2.0,1.4,0.3
9.4,199.6,10.9,62.3,270736.0,125.9,803115.3,0.121,1.08,14.186,0.0,0.0,0.0,188.2,1073851.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.577,16.113,7.616,0.0,1.0,33.0,950.0,0.0,0.0,2020-04-24 12:02:00,2020-04-25 01:10:00,60.0,27.9,28.8,30.9,29.2,27.6,0.0,17.6,202.2,228.7,2.8,1.2,2.0,0.4,1.1
