absolute_humidity_2m:gm3,clear_sky_rad:W,dew_point_2m:C,diffuse_rad:W,diffuse_rad_1h:Ws,direct_rad:W,direct_rad_1h:Ws,dust_0p03um_0p55um:ugm3,dust_0p55um_0p9um:ugm3,dust_0p9um_20um:ugm3,effective_cloud_cover:p,fresh_snow_1h:cm,frost_depth:cm,global_rad:W,global_rad_1h:Ws,high_cloud_cover:p,is_fog_1h:idx,is_rain_1h:idx,is_sleet_1h:idx,is_snow_1h:idx,low_cloud_cover:p,medium_cloud_cover:p,neff:p,pm1:ugm3,pm10:ugm3,pm2p5:ugm3,precip_1h:mm,prob_precip_1h:p,relative_humidity_2m:p,sfc_pressure_mean_1h:hPa,snowdepth:cm,snow_melt_1h:mm,sunrise:sql,sunset:sql,sunshine_duration_1h:min,t_0m:C,t_2m:C,t_max_0m_1h:C,t_mean_0m_1h:C,t_min_0m_1h:C,total_cloud_cover:p,wet_bulb_t_2m:C,wind_dir_10m:d,wind_dir_mean_10m_1h:d,wind_gusts_10m:ms,wind_speed_10m:ms,wind_speed_mean_10m_1h:ms,wind_speed_u_10m:ms,wind_speed_v_10m:ms
8.8,154.8,9.2,72.6,345229.3,48.7,213907.7,0.052,0.425,4.503,47.7,0.0,0.0,121.3,559137.0,91.3,0.0,0.0,0.0,0.0,0.0,3.7,47.7,13.98,26.059,16.92,0.01,1.0,73.7,965.6,0.0,0.0,2020-04-24 11:16:00,2020-04-25 01:14:00,57.8,12.5,13.8,13.4,12.9,12.4,91.6,11.2,148.4,160.7,1.5,0.7,1.0,-0.4,0.6
6.3,498.2,5.1,89.7,345914.0,369.6,1653812.4,0.285,2.643,34.756,0.0,0.0,0.0,459.2,1999726.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.901,24.671,8.37,0.0,1.0,24.2,936.4,0.0,0.0,2020-04-23 13:07:00,2020-04-24 02:29:00,60.0,35.6,27.3,40.0,37.6,35.2,0.0,14.6,268.8,268.4,7.3,5.7,6.0,5.7,0.1
6.3,500.8,5.1,90.5,351928.1,368.1,1641802.2,0.462,4.305,46.94,0.5,0.0,0.0,458.6,1993730.2,0.4,0.0,0.0,0.0,0.0,0.0,0.3,0.5,5.79,32.531,11.029,0.0,1.0,21.1,932.3,0.0,0.0,2020-04-24 13:06:00,2020-04-25 02:30:00,59.8,39.6,29.6,46.0,42.5,38.9,1.1,15.5,288.2,288.4,5.0,3.8,2.8,3.6,-1.2
10.7,496.3,12.9,85.6,327232.0,363.0,1641692.1,0.298,3.219,19.174,1.2,0.0,0.0,448.6,1968924.1,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,13.677,34.118,19.298,0.0,1.0,40.0,985.8,0.0,0.0,2020-04-23 13:08:00,2020-04-24 02:26:00,59.3,28.7,27.8,31.3,29.8,28.4,1.2,18.4,276.8,280.2,7.6,5.3,5.5,5.2,-0.6
11.0,498.7,13.5,84.8,324766.6,368.5,1655246.9,0.39,4.108,22.451,0.0,0.0,0.0,453.2,1980013.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.709,32.953,17.87,0.0,1.0,37.3,980.3,0.0,0.0,2020-04-24 13:07:00,2020-04-25 02:26:00,60.0,31.0,29.6,33.9,32.3,30.7,0.1,19.2,275.8,277.0,6.8,5.0,4.8,5.0,-0.5
2.7,0.0,-7.8,0.0,94996.8,0.0,117876.1,0.001,0.006,0.055,1.3,0.0,0.0,0.0,212872.9,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.3,1.884,3.181,2.209,0.0,1.0,48.2,994.6,0.5,0.12,2020-04-23 10:14:00,2020-04-24 00:01:00,59.3,1.2,2.0,3.3,2.2,1.0,1.3,-1.2,254.3,258.3,10.9,3.8,4.2,3.6,1.0
5.2,0.0,1.1,0.0,36629.6,0.0,130.8,0.011,0.084,0.804,100.0,0.0,0.0,0.0,36760.5,100.0,0.0,0.0,1.0,0.0,25.1,100.0,100.0,4.901,8.68,5.842,0.21,11.0,96.7,992.9,0.9,0.12,2020-04-24 10:13:00,2020-04-25 00:02:00,0.0,1.5,1.6,1.7,1.6,1.5,100.0,1.4,77.4,77.4,7.5,3.3,3.3,-3.2,-0.7
10.8,494.7,12.9,83.5,316746.2,374.4,1688319.0,0.232,2.448,19.028,0.6,0.0,0.0,457.8,2005065.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,10.465,27.822,14.752,0.0,1.0,42.8,979.4,0.0,0.0,2020-04-23 13:07:00,2020-04-24 02:26:00,59.6,27.2,26.6,29.5,28.2,27.0,0.6,18.0,255.9,257.8,7.0,4.4,4.9,4.2,1.1
12.1,497.1,14.9,82.5,315114.4,377.9,1693544.8,0.311,3.191,23.037,0.0,0.0,0.0,460.4,2008659.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.973,27.556,13.721,0.0,1.0,42.2,973.9,0.0,0.0,2020-04-24 13:06:00,2020-04-25 02:26:00,60.0,29.8,29.0,32.7,31.1,29.5,0.0,19.7,251.6,250.5,5.1,3.7,3.8,3.5,1.2
10.8,494.7,12.9,83.5,316746.2,374.4,1688319.0,0.232,2.448,19.028,0.6,0.0,0.0,457.8,2005065.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,10.465,27.822,14.752,0.0,1.0,42.8,979.4,0.0,0.0,2020-04-23 13:07:00,2020-04-24 02:26:00,59.6,27.2,26.6,29.5,28.2,27.0,0.6,18.0,255.9,257.8,7.0,4.4,4.9,4.2,1.1
12.1,497.1,14.9,82.5,315114.4,377.9,1693544.8,0.311,3.191,23.037,0.0,0.0,0.0,460.4,2008659.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.973,27.556,13.721,0.0,1.0,42.2,973.9,0.0,0.0,2020-04-24 13:06:00,2020-04-25 02:26:00,60.0,29.8,29.0,32.7,31.1,29.5,0.0,19.7,251.6,250.5,5.1,3.7,3.8,3.5,1.2
11.9,565.2,14.0,124.0,457130.2,343.7,1553903.1,0.008,0.07,1.121,30.2,0.0,0.0,467.7,2011033.3,2.9,0.0,0.0,0.0,0.0,29.1,0.0,30.2,2.749,6.96,3.884,0.0,1.0,85.7,1022.5,0.0,0.0,2020-04-23 13:23:00,2020-04-24 02:51:00,42.5,18.3,16.4,19.5,18.8,18.2,31.2,14.9,282.2,282.4,12.9,9.4,9.4,9.2,-2.0
9.8,568.0,11.0,93.2,336805.3,417.1,1817209.1,0.012,0.109,1.133,34.8,0.0,0.0,510.3,2154014.4,69.6,0.0,0.0,0.0,0.0,0.0,0.0,34.8,2.611,7.923,4.139,0.0,1.0,67.9,1018.2,0.0,0.0,2020-04-24 13:21:00,2020-04-25 02:52:00,60.0,18.5,17.0,19.9,19.1,18.3,69.6,13.5,279.5,277.3,12.1,8.8,8.4,8.7,-1.4
12.2,558.6,14.6,84.2,320015.2,424.2,1829417.3,0.069,0.627,26.793,3.4,0.0,0.0,508.4,2149432.5,2.6,0.0,0.0,0.0,0.0,2.1,0.0,3.4,3.399,17.39,4.743,0.0,1.0,65.7,1022.2,0.0,0.0,2020-04-23 13:21:00,2020-04-24 02:49:00,58.7,27.6,21.3,30.9,29.0,27.2,5.2,17.1,322.1,321.7,8.0,5.5,5.4,3.3,-4.3
9.5,561.4,10.8,87.0,323986.8,428.9,1850282.1,0.073,0.666,26.794,38.0,0.0,0.0,515.9,2174268.8,76.1,0.0,0.0,0.0,0.0,0.0,0.0,38.0,3.361,17.761,4.885,0.0,1.0,46.3,1017.6,0.0,0.0,2020-04-24 13:20:00,2020-04-25 02:49:00,60.0,28.6,22.9,31.2,29.8,28.3,76.1,15.7,324.4,323.6,7.9,5.1,5.4,3.0,-4.1
12.3,563.5,14.6,82.7,320226.5,422.3,1795871.5,0.015,0.136,2.429,0.2,0.0,0.0,505.0,2116098.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.682,6.277,3.517,0.0,1.0,69.8,1022.6,0.0,0.0,2020-04-23 13:22:00,2020-04-24 02:51:00,60.0,20.9,20.3,22.3,21.5,20.7,0.6,16.7,281.8,282.9,9.3,6.2,6.1,6.1,-1.3
9.3,566.3,10.5,93.7,339110.8,412.4,1799198.0,0.022,0.194,2.285,33.8,0.0,0.0,506.1,2138308.8,67.5,0.0,0.0,0.0,0.0,0.0,0.0,33.8,2.882,6.987,3.943,0.0,1.0,47.5,1018.3,0.0,0.0,2020-04-24 13:21:00,2020-04-25 02:52:00,60.0,21.9,22.2,23.4,22.6,21.7,67.5,15.3,276.5,277.5,7.4,5.3,5.1,5.3,-0.6
5.1,114.1,1.3,47.7,225172.3,60.0,484258.7,0.023,0.18,2.671,64.3,0.0,0.0,107.7,709431.0,0.0,0.0,0.0,0.0,0.0,0.0,64.3,64.3,12.552,22.461,14.94,0.0,1.0,57.8,961.5,0.0,0.0,2020-04-23 11:05:00,2020-04-24 01:02:00,21.4,8.5,9.1,10.9,9.5,8.2,64.3,5.5,111.0,117.0,6.3,2.9,3.1,-2.7,1.0
6.8,117.6,5.2,54.9,302335.9,8.5,27727.0,0.021,0.175,2.47,93.4,0.0,0.0,63.4,330062.9,97.3,0.0,0.0,0.0,0.0,66.1,62.3,93.4,6.806,12.798,8.216,0.0,1.0,67.6,960.4,0.0,0.0,2020-04-24 11:03:00,2020-04-25 01:03:00,20.4,9.6,11.0,11.2,10.3,9.5,99.2,8.0,173.4,171.3,3.2,1.3,2.1,-0.2,1.3
5.1,114.1,1.3,47.7,225172.3,60.0,484258.7,0.023,0.18,2.671,64.3,0.0,0.0,107.7,709431.0,0.0,0.0,0.0,0.0,0.0,0.0,64.3,64.3,12.552,22.461,14.94,0.0,1.0,57.8,961.5,0.0,0.0,2020-04-23 11:05:00,2020-04-24 01:02:00,21.4,8.5,9.1,10.9,9.5,8.2,64.3,5.5,111.0,117.0,6.3,2.9,3.1,-2.7,1.0
6.8,117.6,5.2,54.9,302335.9,8.5,27727.0,0.021,0.175,2.47,93.4,0.0,0.0,63.4,330062.9,97.3,0.0,0.0,0.0,0.0,66.1,62.3,93.4,6.806,12.798,8.216,0.0,1.0,67.6,960.4,0.0,0.0,2020-04-24 11:03:00,2020-04-25 01:03:00,20.4,9.6,11.0,11.2,10.3,9.5,99.2,8.0,173.4,171.3,3.2,1.3,2.1,-0.2,1.3
10.2,522.6,12.2,80.6,301810.6,404.2,1787117.1,0.241,2.374,32.94,0.0,0.0,0.0,484.8,2088927.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41,24.532,8.688,0.0,1.0,36.4,1008.0,0.0,0.0,2020-04-23 13:14:00,2020-04-24 02:33:00,60.0,30.4,28.5,32.2,31.2,30.3,0.0,18.3,197.5,201.6,2.0,1.3,1.4,0.4,1.2
10.5,525.0,12.7,83.1,314895.9,397.1,1751717.9,0.284,2.583,38.092,35.3,0.0,0.0,480.1,2066613.8,70.6,0.0,0.0,0.0,0.0,0.0,0.0,35.3,4.723,25.613,8.088,0.0,1.0,34.6,1002.6,0.0,0.0,2020-04-24 13:13:00,2020-04-25 02:34:00,60.0,31.9,30.0,33.8,32.7,31.7,70.6,19.1,206.8,213.3,2.7,1.9,2.0,0.9,1.7
12.3,491.3,14.9,83.2,318643.2,368.4,1660297.1,0.135,1.352,16.733,0.0,0.0,0.0,451.6,1978940.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,25.308,12.897,0.0,1.0,52.3,1004.3,0.0,0.0,2020-04-23 13:08:00,2020-04-24 02:23:00,60.0,27.8,25.4,31.0,29.2,27.4,0.0,18.6,305.0,302.1,5.6,3.3,3.3,2.7,-1.9
13.0,493.6,15.7,84.0,320965.8,366.7,1654814.8,0.285,3.172,25.731,0.0,0.0,0.0,450.7,1975780.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.926,45.452,24.643,0.0,1.0,59.5,999.3,0.0,0.0,2020-04-24 13:07:00,2020-04-25 02:23:00,60.0,28.1,24.1,31.5,29.6,27.7,0.0,18.7,223.2,220.0,3.6,2.7,2.8,1.8,2.0
2.5,0.0,-8.5,0.0,43914.9,0.0,33073.3,0.002,0.012,0.068,0.0,0.0,0.0,0.0,76988.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.464,2.497,1.728,0.0,1.0,39.4,1007.0,0.0,0.0,2020-04-23 09:49:00,2020-04-23 23:33:00,32.0,3.9,4.1,5.3,4.5,3.8,0.0,-0.1,279.8,283.0,13.9,6.1,6.8,6.0,-1.0
4.3,0.0,-1.4,0.0,47799.6,0.0,8725.3,0.012,0.088,1.034,86.8,0.0,0.0,0.0,56524.9,100.0,0.0,0.0,0.0,0.0,0.0,73.7,86.8,5.112,9.119,6.092,0.0,1.0,53.5,1013.1,0.0,0.0,2020-04-24 09:48:00,2020-04-24 23:34:00,8.7,6.7,7.4,8.0,7.3,6.5,100.0,3.7,234.2,232.3,8.2,5.0,4.8,4.0,2.9
2.5,0.0,-8.7,0.0,94094.7,0.0,90438.5,0.001,0.006,0.061,1.1,0.0,1.0,0.0,184533.2,0.0,0.0,0.0,0.0,0.0,1.0,0.1,1.1,1.932,3.262,2.265,0.0,1.0,52.8,963.9,0.3,0.0,2020-04-23 10:13:00,2020-04-23 23:57:00,55.4,-0.6,-0.3,1.5,0.3,-0.8,1.6,-2.9,266.4,275.2,9.1,3.5,4.2,3.5,0.2
4.7,0.0,-0.4,0.0,71274.7,0.0,684.2,0.016,0.128,1.507,96.4,0.0,0.0,0.0,71958.9,100.0,0.0,0.0,0.0,0.0,17.0,91.3,96.4,7.419,13.272,8.845,0.0,1.0,79.1,961.5,1.9,0.2,2020-04-24 10:12:00,2020-04-24 23:58:00,4.9,1.3,2.9,3.2,2.1,1.1,100.0,1.5,100.4,98.2,6.8,2.0,2.0,-1.9,0.4
7.2,87.1,6.0,32.2,217259.9,6.0,43448.7,0.049,0.43,6.984,50.7,0.0,0.0,38.2,260708.6,81.6,0.0,1.0,0.0,0.0,6.9,10.7,50.7,10.095,20.202,12.268,1.99,48.4,74.5,980.5,0.0,0.0,2020-04-23 11:03:00,2020-04-24 00:50:00,53.6,9.4,10.4,13.0,11.0,9.0,84.1,8.1,90.5,86.2,9.8,5.0,4.8,-5.0,0.0
7.6,90.1,6.8,26.4,180863.0,1.4,5353.6,0.015,0.127,1.484,99.3,0.0,0.0,27.8,186216.6,0.0,0.0,0.0,0.0,0.0,99.3,0.0,99.3,6.563,11.803,7.831,0.04,1.0,80.8,980.3,0.0,0.0,2020-04-24 11:01:00,2020-04-25 00:51:00,0.4,9.5,9.9,10.6,10.0,9.4,99.3,8.3,75.5,75.4,6.7,3.4,3.4,-3.2,-0.8
8.4,65.7,8.5,16.5,161178.6,4.3,78665.9,0.015,0.14,1.723,99.5,0.0,0.0,20.8,239844.5,48.7,0.0,1.0,0.0,0.0,0.0,99.4,99.5,8.872,15.643,10.5,0.17,8.8,75.8,979.7,0.0,0.0,2020-04-23 10:58:00,2020-04-24 00:41:00,0.4,11.3,12.7,13.4,12.3,11.1,99.5,10.4,129.3,148.2,6.2,2.2,2.2,-1.7,1.4
7.5,68.4,6.6,27.3,201445.8,5.2,78354.3,0.006,0.055,0.404,91.0,0.0,0.0,32.5,279800.1,64.0,0.0,1.0,0.0,0.0,76.5,43.8,91.0,6.874,11.695,8.082,0.13,6.6,87.2,977.3,0.0,0.0,2020-04-24 10:57:00,2020-04-25 00:42:00,14.1,9.0,8.6,11.6,10.2,8.8,89.8,7.5,31.3,35.0,7.9,3.9,4.1,-2.1,-3.4
8.4,65.7,8.5,16.5,161003.1,4.2,78358.2,0.015,0.139,1.713,99.5,0.0,0.0,20.7,239361.3,48.0,0.0,1.0,0.0,0.0,0.0,99.4,99.5,8.858,15.615,10.483,0.77,37.1,75.6,979.4,0.0,0.0,2020-04-23 10:58:00,2020-04-24 00:41:00,0.4,11.3,12.7,13.4,12.3,11.1,99.5,10.4,128.5,147.7,6.3,2.2,2.2,-1.7,1.4
7.5,68.4,6.6,27.4,201320.3,5.2,78248.2,0.006,0.055,0.405,90.8,0.0,0.0,32.5,279568.5,64.5,0.0,1.0,0.0,0.0,75.9,43.5,90.8,6.898,11.736,8.11,0.13,6.6,87.2,976.9,0.0,0.0,2020-04-24 10:57:00,2020-04-25 00:42:00,14.5,9.0,8.6,11.6,10.2,8.8,89.6,7.5,31.3,35.0,7.9,3.9,4.1,-2.1,-3.4
4.1,0.0,-1.8,0.0,63767.3,0.0,94935.8,0.017,0.131,0.97,0.0,0.0,0.0,0.0,158703.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.429,14.596,9.98,0.0,1.0,44.8,1014.7,0.0,0.0,2020-04-23 10:14:00,2020-04-23 23:45:00,44.0,5.0,9.6,11.2,7.8,4.4,0.0,4.8,268.1,272.5,6.0,1.8,2.0,1.8,0.1
9.3,0.0,10.0,0.0,22357.1,0.0,67.3,0.016,0.129,0.615,100.0,0.0,0.0,0.0,22424.5,99.6,0.0,1.0,0.0,0.0,9.1,100.0,100.0,5.961,10.467,7.133,0.39,19.4,83.6,1012.1,0.0,0.0,2020-04-24 10:13:00,2020-04-24 23:46:00,0.0,11.6,12.7,12.8,12.1,11.4,100.0,11.2,177.3,179.5,9.6,2.8,3.0,-0.1,2.8
2.7,0.0,-7.3,0.0,56655.8,0.0,83500.2,0.003,0.021,0.138,0.8,0.0,0.0,0.0,140156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,2.725,4.626,3.204,0.0,1.0,37.7,1011.7,0.0,0.0,2020-04-23 10:04:00,2020-04-23 23:43:00,41.7,4.3,6.0,7.3,5.6,3.9,0.8,1.2,309.8,309.7,9.5,3.3,4.5,2.5,-2.1
5.0,0.0,0.7,0.0,48756.2,0.0,1313.7,0.015,0.119,1.578,100.0,0.0,0.0,0.0,50069.8,100.0,0.0,1.0,0.0,0.0,0.0,100.0,100.0,12.924,22.623,15.299,0.12,6.5,66.6,1013.9,0.0,0.0,2020-04-24 10:03:00,2020-04-24 23:44:00,0.0,6.1,6.4,7.1,6.6,6.0,100.0,3.9,131.1,134.5,5.6,2.7,3.0,-2.0,1.8
3.2,0.0,-5.1,0.0,62646.1,0.0,93168.4,0.016,0.13,1.613,0.0,0.0,0.0,0.0,155814.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.713,11.978,7.97,0.0,1.0,39.9,1012.8,0.0,0.0,2020-04-23 10:10:00,2020-04-23 23:45:00,44.0,5.4,7.7,9.3,7.1,5.0,0.0,2.8,289.3,290.9,8.9,2.7,3.2,2.6,-0.9
8.0,0.0,7.6,0.0,30879.7,0.0,105.8,0.016,0.138,0.555,100.0,0.0,0.0,0.0,30985.5,99.7,1.0,1.0,0.0,0.0,0.2,100.0,100.0,8.215,14.297,9.808,0.54,26.4,89.1,1011.5,0.0,0.0,2020-04-24 10:09:00,2020-04-24 23:46:00,0.0,8.7,9.3,9.6,9.1,8.6,100.0,8.4,113.0,115.0,7.7,3.0,3.1,-2.7,1.2
2.5,0.0,-8.4,0.0,55856.9,0.0,65149.9,0.002,0.012,0.057,0.2,0.0,0.0,0.0,121006.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.801,3.054,2.121,0.0,1.0,38.0,1009.6,0.0,0.0,2020-04-23 09:59:00,2020-04-23 23:40:00,38.9,4.3,4.7,6.2,5.2,4.1,0.2,0.2,296.1,294.4,11.6,4.4,4.7,4.0,-1.9
5.3,0.0,1.7,0.0,66827.2,0.0,4776.5,0.013,0.102,1.492,91.4,0.0,0.0,0.0,71603.7,100.0,0.0,0.0,0.0,0.0,0.0,82.8,91.4,8.284,14.691,9.83,0.0,1.0,72.1,1012.9,0.0,0.0,2020-04-24 09:58:00,2020-04-24 23:41:00,6.9,4.5,6.3,7.2,5.7,4.2,100.0,4.2,130.8,131.4,3.2,1.6,1.2,-1.2,1.1
7.0,26.9,5.8,16.4,151241.4,9.8,228926.5,0.021,0.195,3.264,62.3,0.0,0.0,26.2,380167.9,38.7,0.0,0.0,0.0,0.0,0.0,53.2,62.3,8.238,15.314,9.837,0.0,1.0,61.5,977.5,0.0,0.0,2020-04-23 10:46:00,2020-04-24 00:22:00,28.1,10.7,13.0,15.2,12.7,10.2,69.0,9.2,138.1,140.4,7.4,2.9,2.9,-1.9,2.1
9.6,28.5,10.4,10.1,112632.7,0.1,4161.3,0.038,0.344,0.654,98.2,0.0,0.0,10.2,116794.0,97.7,0.0,1.0,0.0,0.0,40.9,94.2,98.2,6.956,12.238,8.477,0.5,24.1,93.4,969.6,0.0,0.0,2020-04-24 10:44:00,2020-04-25 00:23:00,3.5,10.8,11.5,11.7,11.2,10.7,99.7,10.9,67.7,66.8,7.3,3.7,3.8,-3.4,-1.4
2.2,0.0,-10.2,0.0,45804.9,0.0,49580.0,0.002,0.011,0.064,0.8,0.0,0.0,0.0,95385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.411,2.408,1.666,0.0,1.0,37.1,998.1,0.0,0.0,2020-04-23 09:52:00,2020-04-23 23:35:00,33.7,3.0,3.1,4.4,3.6,2.8,0.8,-1.1,282.3,280.9,14.2,5.7,6.0,5.6,-1.2
4.2,0.0,-1.7,0.0,41975.1,0.0,7923.7,0.014,0.103,1.238,82.0,0.0,0.0,0.0,49898.8,100.0,0.0,0.0,0.0,0.0,0.4,64.0,82.0,5.084,9.192,6.082,0.02,1.0,59.2,1003.9,0.0,0.0,2020-04-24 09:50:00,2020-04-24 23:36:00,12.6,5.5,5.6,6.6,6.0,5.4,100.0,2.6,240.5,236.3,7.6,2.9,3.3,2.6,1.4
8.3,3.7,8.4,1.2,98003.0,0.0,191346.4,0.013,0.111,0.578,53.4,0.0,0.0,1.2,289349.4,100.0,0.0,0.0,0.0,0.0,0.0,6.9,53.4,7.389,12.668,8.737,0.0,1.0,66.5,987.7,0.0,0.0,2020-04-23 10:45:00,2020-04-24 00:05:00,55.9,12.0,14.5,18.3,14.8,11.3,100.0,11.1,175.4,173.2,4.7,2.5,2.1,-0.2,2.5
13.9,4.8,16.4,2.2,141003.9,0.3,30432.0,0.015,0.127,0.31,98.7,0.0,0.0,2.5,171435.9,99.6,0.0,0.0,0.0,0.0,97.1,10.0,98.7,4.468,8.008,5.458,0.01,1.0,97.2,976.4,0.0,0.0,2020-04-24 10:44:00,2020-04-25 00:06:00,1.8,16.4,16.8,17.7,17.0,16.3,100.0,16.5,169.7,172.2,10.0,2.4,2.2,-0.4,2.3
7.0,23.8,5.7,14.2,149519.0,7.8,210379.0,0.021,0.193,3.321,54.5,0.0,0.0,22.1,359898.0,99.8,0.0,0.0,0.0,0.0,0.0,9.1,54.5,8.437,15.687,10.074,0.0,1.0,60.1,976.8,0.0,0.0,2020-04-23 10:45:00,2020-04-24 00:20:00,54.5,10.9,13.3,14.8,12.7,10.5,99.8,9.3,162.6,161.2,7.6,2.9,2.4,-0.9,2.8
9.7,25.4,10.6,10.8,124893.9,0.1,4612.1,0.029,0.264,0.327,86.6,0.0,0.0,10.9,129506.0,91.4,0.0,1.0,0.0,0.0,14.8,71.1,86.6,5.99,10.406,7.266,0.59,25.2,94.6,967.7,0.0,0.0,2020-04-24 10:43:00,2020-04-25 00:21:00,17.3,10.9,11.4,11.7,11.2,10.8,95.6,10.9,57.0,58.8,8.0,4.1,4.1,-3.5,-2.3
2.3,0.0,-9.7,0.0,42430.1,0.0,43553.4,0.002,0.013,0.078,0.4,0.0,0.0,0.0,85983.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.621,2.765,1.913,0.0,1.0,36.6,1004.8,0.0,0.0,2020-04-23 09:50:00,2020-04-23 23:32:00,30.9,3.7,3.8,4.9,4.2,3.5,0.4,-0.6,285.0,282.4,13.8,5.0,5.2,4.8,-1.3
4.5,0.0,-0.7,0.0,29955.6,0.0,0.0,0.011,0.082,0.972,97.5,0.0,0.0,0.0,29955.6,100.0,0.0,0.0,0.0,0.0,0.2,94.9,97.5,5.484,9.726,6.523,0.0,1.0,60.8,1011.2,0.0,0.0,2020-04-24 09:48:00,2020-04-24 23:34:00,1.6,6.2,6.3,7.2,6.6,6.1,100.0,3.3,236.7,235.5,8.4,2.9,3.3,2.4,1.6
13.1,168.2,15.4,50.6,269126.2,2.9,20875.4,0.018,0.168,1.242,98.6,0.0,0.0,53.5,290001.7,96.1,1.0,0.0,0.0,0.0,34.1,95.9,98.6,4.107,7.523,4.966,0.0,1.0,92.0,968.7,0.0,0.0,2020-04-23 11:44:00,2020-04-24 01:07:00,2.5,16.6,16.7,17.1,16.8,16.5,99.1,15.9,305.7,313.6,7.3,3.1,2.0,2.5,-1.8
11.0,170.9,13.1,57.2,264674.9,92.2,601728.5,0.039,0.357,2.824,22.6,0.0,0.0,149.5,866403.4,28.5,0.0,0.0,0.0,0.0,0.0,9.7,22.6,4.519,9.087,5.658,0.0,1.0,49.6,972.6,0.0,0.0,2020-04-24 11:42:00,2020-04-25 01:08:00,54.2,23.1,24.2,25.3,24.1,22.8,32.3,17.2,178.8,233.7,1.8,0.9,1.3,-0.0,0.9
8.0,547.9,8.5,95.4,367422.9,377.2,1651423.9,0.106,0.994,46.37,25.6,0.0,0.0,472.6,2018846.8,46.8,0.0,0.0,0.0,0.0,0.0,2.9,25.6,7.101,31.579,9.357,0.0,1.0,29.9,1020.9,0.0,0.0,2020-04-23 13:18:00,2020-04-24 02:47:00,58.3,31.4,27.7,34.3,32.7,31.1,48.0,16.5,297.9,301.1,5.8,4.2,4.0,3.7,-2.0
9.2,550.7,10.7,98.9,351483.5,388.7,1731450.6,0.158,1.458,59.52,38.1,0.0,0.0,487.6,2082934.1,76.2,0.0,0.0,0.0,0.0,0.0,0.0,38.1,4.746,33.534,7.152,0.0,1.0,33.1,1016.5,0.0,0.0,2020-04-24 13:17:00,2020-04-25 02:48:00,60.0,32.3,28.5,34.5,33.3,32.0,76.2,17.7,296.3,300.9,7.5,5.3,5.4,4.8,-2.4
9.3,145.8,10.3,49.4,261339.2,59.0,383246.5,0.067,0.617,3.954,46.6,0.0,0.0,108.4,644585.7,1.0,0.0,0.0,0.0,0.0,0.0,46.3,46.6,7.116,14.066,8.927,0.0,1.0,51.4,960.9,0.0,0.0,2020-04-23 11:23:00,2020-04-24 01:08:00,32.2,18.8,20.7,21.7,20.1,18.5,46.3,14.5,220.0,223.6,5.8,2.8,3.6,1.8,2.1
8.8,149.1,9.5,67.5,322954.6,45.0,353844.9,0.03,0.259,1.416,57.7,0.0,0.0,112.5,676799.4,78.0,0.0,0.0,0.0,0.0,0.0,30.7,57.7,10.556,18.627,12.652,0.0,1.0,53.9,961.7,0.0,0.0,2020-04-24 11:22:00,2020-04-25 01:09:00,41.6,18.2,19.0,21.9,19.8,17.8,81.8,13.5,275.8,278.4,2.1,1.0,1.1,1.0,-0.1
10.9,502.4,13.0,83.0,324394.6,375.4,1663588.0,0.311,3.204,25.762,0.0,0.0,0.0,458.4,1987982.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.967,32.042,16.077,0.0,1.0,47.5,979.9,0.0,0.0,2020-04-23 13:09:00,2020-04-24 02:27:00,60.0,26.0,24.9,28.7,27.2,25.7,0.0,17.4,267.3,266.4,6.0,3.0,3.2,3.0,0.1
11.9,504.8,14.5,84.4,321389.3,372.6,1672240.6,0.481,4.943,30.014,5.0,0.0,0.0,457.1,1993629.9,9.4,0.0,0.0,0.0,0.0,0.0,0.3,5.0,11.352,36.14,18.272,0.0,1.0,45.3,974.6,0.0,0.0,2020-04-24 13:08:00,2020-04-25 02:28:00,59.8,28.2,27.4,30.9,29.4,27.9,9.7,19.0,261.1,263.6,4.0,3.0,2.7,2.9,0.5
